"individual_id","genotyped","genotyping_status","selection_proportion","selection_seed"
"43154",TRUE,"genotyped",0.5,20260812
"43789",TRUE,"genotyped",0.5,20260812
"60900",FALSE,"not_genotyped",0.5,20260812
"62114",TRUE,"genotyped",0.5,20260812
"62150",FALSE,"not_genotyped",0.5,20260812
"62221",TRUE,"genotyped",0.5,20260812
"62256",FALSE,"not_genotyped",0.5,20260812
"62526",FALSE,"not_genotyped",0.5,20260812
"62576",TRUE,"genotyped",0.5,20260812
"62587",FALSE,"not_genotyped",0.5,20260812
"62603",TRUE,"genotyped",0.5,20260812
"62627",TRUE,"genotyped",0.5,20260812
"62633",TRUE,"genotyped",0.5,20260812
"64869",TRUE,"genotyped",0.5,20260812
"64873",TRUE,"genotyped",0.5,20260812
"65038",FALSE,"not_genotyped",0.5,20260812
"65315",FALSE,"not_genotyped",0.5,20260812
"67055",FALSE,"not_genotyped",0.5,20260812
"67929",FALSE,"not_genotyped",0.5,20260812
"68052",FALSE,"not_genotyped",0.5,20260812
"68460",TRUE,"genotyped",0.5,20260812
"70761",TRUE,"genotyped",0.5,20260812
"76718",FALSE,"not_genotyped",0.5,20260812
"77128",TRUE,"genotyped",0.5,20260812
"77205",FALSE,"not_genotyped",0.5,20260812
"77230",TRUE,"genotyped",0.5,20260812
"77246",TRUE,"genotyped",0.5,20260812
"77310",FALSE,"not_genotyped",0.5,20260812
"77331",FALSE,"not_genotyped",0.5,20260812
"77534",TRUE,"genotyped",0.5,20260812
"77587",FALSE,"not_genotyped",0.5,20260812
"78690",FALSE,"not_genotyped",0.5,20260812
"80506",TRUE,"genotyped",0.5,20260812
"80662",FALSE,"not_genotyped",0.5,20260812
"80836",TRUE,"genotyped",0.5,20260812
"82710",FALSE,"not_genotyped",0.5,20260812
"83123",FALSE,"not_genotyped",0.5,20260812
"85244",FALSE,"not_genotyped",0.5,20260812
"85331",TRUE,"genotyped",0.5,20260812
"85465",FALSE,"not_genotyped",0.5,20260812
"85587",TRUE,"genotyped",0.5,20260812
"85599",FALSE,"not_genotyped",0.5,20260812
"85637",TRUE,"genotyped",0.5,20260812
"85646",TRUE,"genotyped",0.5,20260812
"85676",TRUE,"genotyped",0.5,20260812
"85685",FALSE,"not_genotyped",0.5,20260812
"85711",FALSE,"not_genotyped",0.5,20260812
"85741",TRUE,"genotyped",0.5,20260812
"85786",TRUE,"genotyped",0.5,20260812
"85888",TRUE,"genotyped",0.5,20260812
"85899",FALSE,"not_genotyped",0.5,20260812
"86162",FALSE,"not_genotyped",0.5,20260812
"86230",TRUE,"genotyped",0.5,20260812
"86394",FALSE,"not_genotyped",0.5,20260812
"86490",FALSE,"not_genotyped",0.5,20260812
"86783",FALSE,"not_genotyped",0.5,20260812
"86954",TRUE,"genotyped",0.5,20260812
"87107",TRUE,"genotyped",0.5,20260812
"87507",TRUE,"genotyped",0.5,20260812
"88809",TRUE,"genotyped",0.5,20260812
"89242",FALSE,"not_genotyped",0.5,20260812
"89491",FALSE,"not_genotyped",0.5,20260812
"89762",FALSE,"not_genotyped",0.5,20260812
"92207",TRUE,"genotyped",0.5,20260812
"96413",TRUE,"genotyped",0.5,20260812
"96458",FALSE,"not_genotyped",0.5,20260812
"96495",FALSE,"not_genotyped",0.5,20260812
"96501",TRUE,"genotyped",0.5,20260812
"96619",TRUE,"genotyped",0.5,20260812
"96638",TRUE,"genotyped",0.5,20260812
"97120",FALSE,"not_genotyped",0.5,20260812
"97127",TRUE,"genotyped",0.5,20260812
"97487",TRUE,"genotyped",0.5,20260812
"103122",FALSE,"not_genotyped",0.5,20260812
"106657",FALSE,"not_genotyped",0.5,20260812
"106844",TRUE,"genotyped",0.5,20260812
"106875",TRUE,"genotyped",0.5,20260812
"107017",FALSE,"not_genotyped",0.5,20260812
"107052",FALSE,"not_genotyped",0.5,20260812
"107059",TRUE,"genotyped",0.5,20260812
"107066",FALSE,"not_genotyped",0.5,20260812
"107103",TRUE,"genotyped",0.5,20260812
"107131",TRUE,"genotyped",0.5,20260812
"108014",FALSE,"not_genotyped",0.5,20260812
"126114",FALSE,"not_genotyped",0.5,20260812
"126308",TRUE,"genotyped",0.5,20260812
"126309",FALSE,"not_genotyped",0.5,20260812
"130562",FALSE,"not_genotyped",0.5,20260812
"133128",TRUE,"genotyped",0.5,20260812
"143023",TRUE,"genotyped",0.5,20260812
"143058",TRUE,"genotyped",0.5,20260812
"143067",FALSE,"not_genotyped",0.5,20260812
"143808",FALSE,"not_genotyped",0.5,20260812
"143844",TRUE,"genotyped",0.5,20260812
"143989",FALSE,"not_genotyped",0.5,20260812
"144880",FALSE,"not_genotyped",0.5,20260812
"167864",FALSE,"not_genotyped",0.5,20260812
"168060",FALSE,"not_genotyped",0.5,20260812
"168154",FALSE,"not_genotyped",0.5,20260812
"168524",FALSE,"not_genotyped",0.5,20260812
"168614",FALSE,"not_genotyped",0.5,20260812
"168912",TRUE,"genotyped",0.5,20260812
"168924",FALSE,"not_genotyped",0.5,20260812
"168928",TRUE,"genotyped",0.5,20260812
"168939",TRUE,"genotyped",0.5,20260812
"168945",TRUE,"genotyped",0.5,20260812
"168979",FALSE,"not_genotyped",0.5,20260812
"169164",FALSE,"not_genotyped",0.5,20260812
"170744",FALSE,"not_genotyped",0.5,20260812
"170862",FALSE,"not_genotyped",0.5,20260812
"214589",FALSE,"not_genotyped",0.5,20260812
"217385",FALSE,"not_genotyped",0.5,20260812
"217451",TRUE,"genotyped",0.5,20260812
"217562",TRUE,"genotyped",0.5,20260812
"217726",FALSE,"not_genotyped",0.5,20260812
"217743",TRUE,"genotyped",0.5,20260812
"217748",TRUE,"genotyped",0.5,20260812
"217754",TRUE,"genotyped",0.5,20260812
"217777",TRUE,"genotyped",0.5,20260812
"218554",TRUE,"genotyped",0.5,20260812
"218794",FALSE,"not_genotyped",0.5,20260812
"220384",FALSE,"not_genotyped",0.5,20260812
"220399",TRUE,"genotyped",0.5,20260812
"222490",TRUE,"genotyped",0.5,20260812
"222693",TRUE,"genotyped",0.5,20260812
"269000",TRUE,"genotyped",0.5,20260812
"292703",FALSE,"not_genotyped",0.5,20260812
"292717",TRUE,"genotyped",0.5,20260812
"292907",FALSE,"not_genotyped",0.5,20260812
"294614",TRUE,"genotyped",0.5,20260812
"294670",TRUE,"genotyped",0.5,20260812
"294705",TRUE,"genotyped",0.5,20260812
"294724",TRUE,"genotyped",0.5,20260812
"294745",FALSE,"not_genotyped",0.5,20260812
"294818",TRUE,"genotyped",0.5,20260812
"294834",FALSE,"not_genotyped",0.5,20260812
"294881",FALSE,"not_genotyped",0.5,20260812
"294897",FALSE,"not_genotyped",0.5,20260812
"294910",FALSE,"not_genotyped",0.5,20260812
"294940",TRUE,"genotyped",0.5,20260812
"295026",FALSE,"not_genotyped",0.5,20260812
"295091",FALSE,"not_genotyped",0.5,20260812
"295146",TRUE,"genotyped",0.5,20260812
"295190",FALSE,"not_genotyped",0.5,20260812
"295191",TRUE,"genotyped",0.5,20260812
"295261",TRUE,"genotyped",0.5,20260812
"295296",TRUE,"genotyped",0.5,20260812
"295788",FALSE,"not_genotyped",0.5,20260812
"305029",TRUE,"genotyped",0.5,20260812
"320849",FALSE,"not_genotyped",0.5,20260812
"321131",TRUE,"genotyped",0.5,20260812
"321397",FALSE,"not_genotyped",0.5,20260812
"321487",TRUE,"genotyped",0.5,20260812
"321614",FALSE,"not_genotyped",0.5,20260812
"321822",FALSE,"not_genotyped",0.5,20260812
"321833",FALSE,"not_genotyped",0.5,20260812
"321840",FALSE,"not_genotyped",0.5,20260812
"323172",TRUE,"genotyped",0.5,20260812
"326413",FALSE,"not_genotyped",0.5,20260812
"341985",TRUE,"genotyped",0.5,20260812
"342090",FALSE,"not_genotyped",0.5,20260812
"342202",FALSE,"not_genotyped",0.5,20260812
"342218",FALSE,"not_genotyped",0.5,20260812
"342231",TRUE,"genotyped",0.5,20260812
"342253",TRUE,"genotyped",0.5,20260812
"342263",TRUE,"genotyped",0.5,20260812
"342284",FALSE,"not_genotyped",0.5,20260812
"342294",TRUE,"genotyped",0.5,20260812
"342325",FALSE,"not_genotyped",0.5,20260812
"342336",FALSE,"not_genotyped",0.5,20260812
"342374",TRUE,"genotyped",0.5,20260812
"343215",FALSE,"not_genotyped",0.5,20260812
"343376",TRUE,"genotyped",0.5,20260812
"345434",FALSE,"not_genotyped",0.5,20260812
"353782",TRUE,"genotyped",0.5,20260812
"355408",TRUE,"genotyped",0.5,20260812
"355411",TRUE,"genotyped",0.5,20260812
"358060",TRUE,"genotyped",0.5,20260812
"358856",FALSE,"not_genotyped",0.5,20260812
"358886",TRUE,"genotyped",0.5,20260812
"359354",FALSE,"not_genotyped",0.5,20260812
"367751",TRUE,"genotyped",0.5,20260812
"367789",TRUE,"genotyped",0.5,20260812
"368747",TRUE,"genotyped",0.5,20260812
"369564",TRUE,"genotyped",0.5,20260812
"369670",FALSE,"not_genotyped",0.5,20260812
"369673",TRUE,"genotyped",0.5,20260812
"369679",TRUE,"genotyped",0.5,20260812
"369682",FALSE,"not_genotyped",0.5,20260812
"371007",TRUE,"genotyped",0.5,20260812
"373045",FALSE,"not_genotyped",0.5,20260812
"373101",TRUE,"genotyped",0.5,20260812
"376770",TRUE,"genotyped",0.5,20260812
"376790",TRUE,"genotyped",0.5,20260812
"376804",TRUE,"genotyped",0.5,20260812
"377165",FALSE,"not_genotyped",0.5,20260812
"377191",FALSE,"not_genotyped",0.5,20260812
"377246",FALSE,"not_genotyped",0.5,20260812
"377276",FALSE,"not_genotyped",0.5,20260812
"390604",FALSE,"not_genotyped",0.5,20260812
"390845",FALSE,"not_genotyped",0.5,20260812
"390866",TRUE,"genotyped",0.5,20260812
"391721",FALSE,"not_genotyped",0.5,20260812
"391994",TRUE,"genotyped",0.5,20260812
"392036",TRUE,"genotyped",0.5,20260812
"392884",TRUE,"genotyped",0.5,20260812
"392956",FALSE,"not_genotyped",0.5,20260812
"392959",FALSE,"not_genotyped",0.5,20260812
"393017",FALSE,"not_genotyped",0.5,20260812
"393205",FALSE,"not_genotyped",0.5,20260812
"393281",TRUE,"genotyped",0.5,20260812
"393298",FALSE,"not_genotyped",0.5,20260812
"412450",TRUE,"genotyped",0.5,20260812
"412956",TRUE,"genotyped",0.5,20260812
"413235",TRUE,"genotyped",0.5,20260812
"413317",FALSE,"not_genotyped",0.5,20260812
"414940",TRUE,"genotyped",0.5,20260812
"415066",FALSE,"not_genotyped",0.5,20260812
"415173",TRUE,"genotyped",0.5,20260812
"416019",FALSE,"not_genotyped",0.5,20260812
"416396",FALSE,"not_genotyped",0.5,20260812
"418273",FALSE,"not_genotyped",0.5,20260812
"419150",TRUE,"genotyped",0.5,20260812
"419152",TRUE,"genotyped",0.5,20260812
"419380",FALSE,"not_genotyped",0.5,20260812
"419525",FALSE,"not_genotyped",0.5,20260812
"419528",FALSE,"not_genotyped",0.5,20260812
"420071",FALSE,"not_genotyped",0.5,20260812
"420125",FALSE,"not_genotyped",0.5,20260812
"420158",FALSE,"not_genotyped",0.5,20260812
"420213",FALSE,"not_genotyped",0.5,20260812
"421018",FALSE,"not_genotyped",0.5,20260812
"421064",FALSE,"not_genotyped",0.5,20260812
"421337",FALSE,"not_genotyped",0.5,20260812
"421340",FALSE,"not_genotyped",0.5,20260812
"421442",TRUE,"genotyped",0.5,20260812
"421747",TRUE,"genotyped",0.5,20260812
"421749",TRUE,"genotyped",0.5,20260812
"421919",FALSE,"not_genotyped",0.5,20260812
"422005",TRUE,"genotyped",0.5,20260812
"422181",TRUE,"genotyped",0.5,20260812
"422212",TRUE,"genotyped",0.5,20260812
"422381",FALSE,"not_genotyped",0.5,20260812
"422983",TRUE,"genotyped",0.5,20260812
"423133",FALSE,"not_genotyped",0.5,20260812
"423143",FALSE,"not_genotyped",0.5,20260812
"423200",TRUE,"genotyped",0.5,20260812
"423348",FALSE,"not_genotyped",0.5,20260812
"423409",TRUE,"genotyped",0.5,20260812
"423671",TRUE,"genotyped",0.5,20260812
"423673",FALSE,"not_genotyped",0.5,20260812
"424673",TRUE,"genotyped",0.5,20260812
"424689",FALSE,"not_genotyped",0.5,20260812
"424700",TRUE,"genotyped",0.5,20260812
"424702",FALSE,"not_genotyped",0.5,20260812
"427258",FALSE,"not_genotyped",0.5,20260812
"427520",TRUE,"genotyped",0.5,20260812
"427650",FALSE,"not_genotyped",0.5,20260812
"427918",FALSE,"not_genotyped",0.5,20260812
"428238",TRUE,"genotyped",0.5,20260812
"428988",FALSE,"not_genotyped",0.5,20260812
"429101",TRUE,"genotyped",0.5,20260812
"429168",FALSE,"not_genotyped",0.5,20260812
"429247",FALSE,"not_genotyped",0.5,20260812
"429726",TRUE,"genotyped",0.5,20260812
"430048",TRUE,"genotyped",0.5,20260812
"430154",FALSE,"not_genotyped",0.5,20260812
"430174",TRUE,"genotyped",0.5,20260812
"430390",FALSE,"not_genotyped",0.5,20260812
"430433",TRUE,"genotyped",0.5,20260812
"431424",FALSE,"not_genotyped",0.5,20260812
"431742",FALSE,"not_genotyped",0.5,20260812
"432043",FALSE,"not_genotyped",0.5,20260812
"433740",FALSE,"not_genotyped",0.5,20260812
"433924",TRUE,"genotyped",0.5,20260812
"434148",TRUE,"genotyped",0.5,20260812
"438163",TRUE,"genotyped",0.5,20260812
"438273",FALSE,"not_genotyped",0.5,20260812
"438323",FALSE,"not_genotyped",0.5,20260812
"438760",FALSE,"not_genotyped",0.5,20260812
"438770",FALSE,"not_genotyped",0.5,20260812
"443483",FALSE,"not_genotyped",0.5,20260812
"447647",TRUE,"genotyped",0.5,20260812
"450448",TRUE,"genotyped",0.5,20260812
"450770",TRUE,"genotyped",0.5,20260812
"454059",TRUE,"genotyped",0.5,20260812
"455538",TRUE,"genotyped",0.5,20260812
"457982",FALSE,"not_genotyped",0.5,20260812
"458835",FALSE,"not_genotyped",0.5,20260812
"460142",TRUE,"genotyped",0.5,20260812
"460689",TRUE,"genotyped",0.5,20260812
"460693",TRUE,"genotyped",0.5,20260812
"460960",FALSE,"not_genotyped",0.5,20260812
"464211",FALSE,"not_genotyped",0.5,20260812
"471420",TRUE,"genotyped",0.5,20260812
"471785",TRUE,"genotyped",0.5,20260812
"480143",FALSE,"not_genotyped",0.5,20260812
"480914",FALSE,"not_genotyped",0.5,20260812
"512731",TRUE,"genotyped",0.5,20260812
"520702",TRUE,"genotyped",0.5,20260812
"536162",TRUE,"genotyped",0.5,20260812
"601577",FALSE,"not_genotyped",0.5,20260812
"609307",FALSE,"not_genotyped",0.5,20260812
"609368",FALSE,"not_genotyped",0.5,20260812
"609448",FALSE,"not_genotyped",0.5,20260812
"623960",FALSE,"not_genotyped",0.5,20260812
"624629",FALSE,"not_genotyped",0.5,20260812
"625454",TRUE,"genotyped",0.5,20260812
"653215",TRUE,"genotyped",0.5,20260812
"664062",TRUE,"genotyped",0.5,20260812
"665788",TRUE,"genotyped",0.5,20260812
"669426",TRUE,"genotyped",0.5,20260812
"670602",TRUE,"genotyped",0.5,20260812
"673831",FALSE,"not_genotyped",0.5,20260812
"675238",FALSE,"not_genotyped",0.5,20260812
"692864",TRUE,"genotyped",0.5,20260812
"692876",FALSE,"not_genotyped",0.5,20260812
"692904",TRUE,"genotyped",0.5,20260812
"701166",TRUE,"genotyped",0.5,20260812
"730613",FALSE,"not_genotyped",0.5,20260812
"743023",FALSE,"not_genotyped",0.5,20260812
"743034",TRUE,"genotyped",0.5,20260812
"770285",TRUE,"genotyped",0.5,20260812
"770505",TRUE,"genotyped",0.5,20260812
"784135",TRUE,"genotyped",0.5,20260812
"835884",TRUE,"genotyped",0.5,20260812
"855168",FALSE,"not_genotyped",0.5,20260812
"855587",FALSE,"not_genotyped",0.5,20260812
"876108",TRUE,"genotyped",0.5,20260812
"877657",FALSE,"not_genotyped",0.5,20260812
"878573",FALSE,"not_genotyped",0.5,20260812
"897095",TRUE,"genotyped",0.5,20260812
"900613",FALSE,"not_genotyped",0.5,20260812
"904516",TRUE,"genotyped",0.5,20260812
"909641",FALSE,"not_genotyped",0.5,20260812
"909658",FALSE,"not_genotyped",0.5,20260812
"916978",FALSE,"not_genotyped",0.5,20260812
"934019",TRUE,"genotyped",0.5,20260812
"984151",FALSE,"not_genotyped",0.5,20260812
"1047493",FALSE,"not_genotyped",0.5,20260812
"1058137",TRUE,"genotyped",0.5,20260812
"1064007",TRUE,"genotyped",0.5,20260812
"1066175",TRUE,"genotyped",0.5,20260812
"1066279",TRUE,"genotyped",0.5,20260812
"1066569",TRUE,"genotyped",0.5,20260812
"1079616",FALSE,"not_genotyped",0.5,20260812
"1081265",FALSE,"not_genotyped",0.5,20260812
"1082612",TRUE,"genotyped",0.5,20260812
"1093268",FALSE,"not_genotyped",0.5,20260812
"1101307",TRUE,"genotyped",0.5,20260812
"1127595",TRUE,"genotyped",0.5,20260812
"1193118",FALSE,"not_genotyped",0.5,20260812
"1195398",FALSE,"not_genotyped",0.5,20260812
"1210458",TRUE,"genotyped",0.5,20260812
"1290408",TRUE,"genotyped",0.5,20260812
"1290414",TRUE,"genotyped",0.5,20260812
"1291472",TRUE,"genotyped",0.5,20260812
"1291474",TRUE,"genotyped",0.5,20260812
"1291739",FALSE,"not_genotyped",0.5,20260812
"1293839",TRUE,"genotyped",0.5,20260812
"1295300",TRUE,"genotyped",0.5,20260812
"1295736",TRUE,"genotyped",0.5,20260812
"1295755",TRUE,"genotyped",0.5,20260812
"1296234",TRUE,"genotyped",0.5,20260812
"1296766",FALSE,"not_genotyped",0.5,20260812
"1298199",TRUE,"genotyped",0.5,20260812
"1298205",FALSE,"not_genotyped",0.5,20260812
"1298211",TRUE,"genotyped",0.5,20260812
"1300939",TRUE,"genotyped",0.5,20260812
"1301796",FALSE,"not_genotyped",0.5,20260812
"1301798",FALSE,"not_genotyped",0.5,20260812
"1301800",FALSE,"not_genotyped",0.5,20260812
"1301802",TRUE,"genotyped",0.5,20260812
"1301936",FALSE,"not_genotyped",0.5,20260812
"1302304",TRUE,"genotyped",0.5,20260812
"1302311",FALSE,"not_genotyped",0.5,20260812
"1306534",FALSE,"not_genotyped",0.5,20260812
"1311265",FALSE,"not_genotyped",0.5,20260812
"1342417",TRUE,"genotyped",0.5,20260812
"1343502",FALSE,"not_genotyped",0.5,20260812
"1360815",TRUE,"genotyped",0.5,20260812
"1390242",FALSE,"not_genotyped",0.5,20260812
"1390246",TRUE,"genotyped",0.5,20260812
"1393230",FALSE,"not_genotyped",0.5,20260812
"1399978",FALSE,"not_genotyped",0.5,20260812
"1402346",FALSE,"not_genotyped",0.5,20260812
"1410845",FALSE,"not_genotyped",0.5,20260812
"1437563",TRUE,"genotyped",0.5,20260812
"1439621",FALSE,"not_genotyped",0.5,20260812
"1477928",TRUE,"genotyped",0.5,20260812
"1477994",FALSE,"not_genotyped",0.5,20260812
"1478078",FALSE,"not_genotyped",0.5,20260812
"1478148",TRUE,"genotyped",0.5,20260812
"1491661",FALSE,"not_genotyped",0.5,20260812
"1500224",FALSE,"not_genotyped",0.5,20260812
"1504972",FALSE,"not_genotyped",0.5,20260812
"1507236",FALSE,"not_genotyped",0.5,20260812
"1507248",FALSE,"not_genotyped",0.5,20260812
"1541043",FALSE,"not_genotyped",0.5,20260812
"1541045",FALSE,"not_genotyped",0.5,20260812
"1542708",FALSE,"not_genotyped",0.5,20260812
"1563726",TRUE,"genotyped",0.5,20260812
"1563730",FALSE,"not_genotyped",0.5,20260812
"1586793",TRUE,"genotyped",0.5,20260812
"1630947",TRUE,"genotyped",0.5,20260812
"1630957",FALSE,"not_genotyped",0.5,20260812
"1635496",FALSE,"not_genotyped",0.5,20260812
"1635819",TRUE,"genotyped",0.5,20260812
"1636202",FALSE,"not_genotyped",0.5,20260812
"1636586",FALSE,"not_genotyped",0.5,20260812
"1637606",TRUE,"genotyped",0.5,20260812
"1637620",FALSE,"not_genotyped",0.5,20260812
"1642335",FALSE,"not_genotyped",0.5,20260812
"1642433",FALSE,"not_genotyped",0.5,20260812
"1642486",TRUE,"genotyped",0.5,20260812
"1649008",TRUE,"genotyped",0.5,20260812
"1651705",FALSE,"not_genotyped",0.5,20260812
"1671942",TRUE,"genotyped",0.5,20260812
"1671946",TRUE,"genotyped",0.5,20260812
"1672866",TRUE,"genotyped",0.5,20260812
"1673085",FALSE,"not_genotyped",0.5,20260812
"1700001",TRUE,"genotyped",0.5,20260812
"1766332",FALSE,"not_genotyped",0.5,20260812
"1766345",TRUE,"genotyped",0.5,20260812
"1766370",TRUE,"genotyped",0.5,20260812
"1790751",FALSE,"not_genotyped",0.5,20260812
"1796426",FALSE,"not_genotyped",0.5,20260812
"1799716",FALSE,"not_genotyped",0.5,20260812
"1812547",TRUE,"genotyped",0.5,20260812
"1815932",FALSE,"not_genotyped",0.5,20260812
"1815954",TRUE,"genotyped",0.5,20260812
"1816016",FALSE,"not_genotyped",0.5,20260812
"1816173",FALSE,"not_genotyped",0.5,20260812
"1817540",TRUE,"genotyped",0.5,20260812
"1823515",FALSE,"not_genotyped",0.5,20260812
"1831374",FALSE,"not_genotyped",0.5,20260812
"1838323",TRUE,"genotyped",0.5,20260812
"1982528",TRUE,"genotyped",0.5,20260812
"1987795",TRUE,"genotyped",0.5,20260812
"2011449",TRUE,"genotyped",0.5,20260812
"2031157",TRUE,"genotyped",0.5,20260812
"2099196",FALSE,"not_genotyped",0.5,20260812
"2114149",FALSE,"not_genotyped",0.5,20260812
"2117143",TRUE,"genotyped",0.5,20260812
"2151597",TRUE,"genotyped",0.5,20260812
"2151603",TRUE,"genotyped",0.5,20260812
"2163595",TRUE,"genotyped",0.5,20260812
"2163596",TRUE,"genotyped",0.5,20260812
"2163607",FALSE,"not_genotyped",0.5,20260812
"2200733",FALSE,"not_genotyped",0.5,20260812
"2201662",FALSE,"not_genotyped",0.5,20260812
"2201664",TRUE,"genotyped",0.5,20260812
"2430154",TRUE,"genotyped",0.5,20260812
"2448313",TRUE,"genotyped",0.5,20260812
"2448314",FALSE,"not_genotyped",0.5,20260812
"2448315",FALSE,"not_genotyped",0.5,20260812
"2450184",FALSE,"not_genotyped",0.5,20260812
"2460025",TRUE,"genotyped",0.5,20260812
"2464236",FALSE,"not_genotyped",0.5,20260812
"2464628",FALSE,"not_genotyped",0.5,20260812
"2464631",TRUE,"genotyped",0.5,20260812
"2484301",TRUE,"genotyped",0.5,20260812
"2484313",FALSE,"not_genotyped",0.5,20260812
"2484320",TRUE,"genotyped",0.5,20260812
"2485043",TRUE,"genotyped",0.5,20260812
"2485050",TRUE,"genotyped",0.5,20260812
"2485148",TRUE,"genotyped",0.5,20260812
"2485260",TRUE,"genotyped",0.5,20260812
"2485890",FALSE,"not_genotyped",0.5,20260812
"2485913",TRUE,"genotyped",0.5,20260812
"2485915",FALSE,"not_genotyped",0.5,20260812
"2485920",FALSE,"not_genotyped",0.5,20260812
"2487807",FALSE,"not_genotyped",0.5,20260812
"2586622",FALSE,"not_genotyped",0.5,20260812
"2588632",FALSE,"not_genotyped",0.5,20260812
"2588634",TRUE,"genotyped",0.5,20260812
"2588696",FALSE,"not_genotyped",0.5,20260812
"2600794",FALSE,"not_genotyped",0.5,20260812
"2601500",FALSE,"not_genotyped",0.5,20260812
"2620837",FALSE,"not_genotyped",0.5,20260812
"2621094",FALSE,"not_genotyped",0.5,20260812
"2621166",TRUE,"genotyped",0.5,20260812
"2668072",FALSE,"not_genotyped",0.5,20260812
"2668073",TRUE,"genotyped",0.5,20260812
"3578390",FALSE,"not_genotyped",0.5,20260812
"3578468",TRUE,"genotyped",0.5,20260812
"3822784",TRUE,"genotyped",0.5,20260812
"3825284",TRUE,"genotyped",0.5,20260812
"3825285",TRUE,"genotyped",0.5,20260812
"3826177",TRUE,"genotyped",0.5,20260812
"3826178",TRUE,"genotyped",0.5,20260812
"3826179",TRUE,"genotyped",0.5,20260812
"3827748",TRUE,"genotyped",0.5,20260812
"3827757",TRUE,"genotyped",0.5,20260812
"3827759",FALSE,"not_genotyped",0.5,20260812
"3827762",FALSE,"not_genotyped",0.5,20260812
"3827768",FALSE,"not_genotyped",0.5,20260812
"3827770",TRUE,"genotyped",0.5,20260812
"3827771",TRUE,"genotyped",0.5,20260812
"3827774",TRUE,"genotyped",0.5,20260812
"3830032",FALSE,"not_genotyped",0.5,20260812
"3830034",TRUE,"genotyped",0.5,20260812
"3830068",TRUE,"genotyped",0.5,20260812
"3830069",FALSE,"not_genotyped",0.5,20260812
"3830083",FALSE,"not_genotyped",0.5,20260812
"3830109",TRUE,"genotyped",0.5,20260812
"3830114",TRUE,"genotyped",0.5,20260812
"3830128",FALSE,"not_genotyped",0.5,20260812
"3830130",FALSE,"not_genotyped",0.5,20260812
"3830162",FALSE,"not_genotyped",0.5,20260812
"3830165",FALSE,"not_genotyped",0.5,20260812
"3830167",FALSE,"not_genotyped",0.5,20260812
"3830184",TRUE,"genotyped",0.5,20260812
"3830198",FALSE,"not_genotyped",0.5,20260812
"3830201",TRUE,"genotyped",0.5,20260812
"3830206",FALSE,"not_genotyped",0.5,20260812
