"individual_id","repeat","fold","seed"
"3830068",1,4,20260811
"3864287",1,4,20260811
"3868812",1,4,20260811
"3895",1,4,20260811
"390866",1,4,20260811
"392956",1,4,20260811
"412956",1,4,20260811
"413317",1,4,20260811
"41471",1,4,20260811
"41669",1,4,20260811
"419152",1,4,20260811
"420071",1,4,20260811
"420158",1,4,20260811
"421919",1,4,20260811
"42237",1,4,20260811
"423673",1,4,20260811
"428238",1,4,20260811
"429101",1,4,20260811
"429168",1,4,20260811
"429726",1,4,20260811
"430390",1,4,20260811
"431424",1,4,20260811
"434148",1,4,20260811
"438760",1,4,20260811
"438770",1,4,20260811
"450448",1,4,20260811
"471420",1,4,20260811
"471785",1,4,20260811
"512731",1,4,20260811
"60900",1,4,20260811
"609307",1,4,20260811
"62150",1,4,20260811
"623960",1,4,20260811
"664062",1,4,20260811
"68052",1,4,20260811
"701166",1,4,20260811
"743023",1,4,20260811
"743034",1,4,20260811
"770285",1,4,20260811
"77310",1,4,20260811
"77534",1,4,20260811
"78690",1,4,20260811
"80662",1,4,20260811
"82710",1,4,20260811
"835884",1,4,20260811
"85331",1,4,20260811
"85465",1,4,20260811
"855168",1,4,20260811
"85646",1,4,20260811
"85711",1,4,20260811
"85888",1,4,20260811
"87107",1,4,20260811
"877657",1,4,20260811
"878573",1,4,20260811
"88809",1,4,20260811
"904516",1,4,20260811
"909641",1,4,20260811
"909658",1,4,20260811
"96495",1,4,20260811
"106875",1,5,20260811
"107052",1,5,20260811
"107059",1,5,20260811
"1079616",1,5,20260811
"1290408",1,5,20260811
"1290414",1,5,20260811
"1291474",1,5,20260811
"1295300",1,5,20260811
"1301798",1,5,20260811
"1302304",1,5,20260811
"13569",1,5,20260811
"13767",1,5,20260811
"143058",1,5,20260811
"143844",1,5,20260811
"14431",1,5,20260811
"1507236",1,5,20260811
"15292",1,5,20260811
"1542708",1,5,20260811
"1563726",1,5,20260811
"1586793",1,5,20260811
"16262",1,5,20260811
"1642335",1,5,20260811
"168945",1,5,20260811
"1790751",1,5,20260811
"1812547",1,5,20260811
"1816173",1,5,20260811
"1817540",1,5,20260811
"1987795",1,5,20260811
"2167",1,5,20260811
"218794",1,5,20260811
"2448313",1,5,20260811
"2448314",1,5,20260811
"2448315",1,5,20260811
"2450184",1,5,20260811
"2484301",1,5,20260811
"2485148",1,5,20260811
"2586622",1,5,20260811
"2588632",1,5,20260811
"294745",1,5,20260811
"320849",1,5,20260811
"321487",1,5,20260811
"321822",1,5,20260811
"321833",1,5,20260811
"326413",1,5,20260811
"342202",1,5,20260811
"342218",1,5,20260811
"342231",1,5,20260811
"342325",1,5,20260811
"342336",1,5,20260811
"342374",1,5,20260811
"343215",1,5,20260811
"358856",1,5,20260811
"369679",1,5,20260811
"376790",1,5,20260811
"377191",1,5,20260811
"377246",1,5,20260811
"3827771",1,5,20260811
"3830083",1,5,20260811
"3830114",1,5,20260811
"3830130",1,5,20260811
"3831054",1,5,20260811
"3854950",1,5,20260811
"3855646",1,5,20260811
"3855675",1,5,20260811
"390845",1,5,20260811
"393017",1,5,20260811
"4057155",1,5,20260811
"4069854",1,5,20260811
"41263",1,5,20260811
"41418",1,5,20260811
"41484",1,5,20260811
"41660",1,5,20260811
"41686",1,5,20260811
"41800",1,5,20260811
"419150",1,5,20260811
"419380",1,5,20260811
"41948",1,5,20260811
"420125",1,5,20260811
"42076",1,5,20260811
"421064",1,5,20260811
"421337",1,5,20260811
"421340",1,5,20260811
"421442",1,5,20260811
"42174",1,5,20260811
"422005",1,5,20260811
"422181",1,5,20260811
"42274",1,5,20260811
"423143",1,5,20260811
"424673",1,5,20260811
"424689",1,5,20260811
"427520",1,5,20260811
"427918",1,5,20260811
"428988",1,5,20260811
"430174",1,5,20260811
"430433",1,5,20260811
"455538",1,5,20260811
"460689",1,5,20260811
"460960",1,5,20260811
"536162",1,5,20260811
"609368",1,5,20260811
"62256",1,5,20260811
"625454",1,5,20260811
"62576",1,5,20260811
"6387",1,5,20260811
"64869",1,5,20260811
"65315",1,5,20260811
"669426",1,5,20260811
"70761",1,5,20260811
"77205",1,5,20260811
"784135",1,5,20260811
"85244",1,5,20260811
"85599",1,5,20260811
"85685",1,5,20260811
"85786",1,5,20260811
"85899",1,5,20260811
"86783",1,5,20260811
"89242",1,5,20260811
"900613",1,5,20260811
"96638",1,5,20260811
"1047493",2,1,20260811
"1066279",2,1,20260811
"107131",2,1,20260811
"1093268",2,1,20260811
"1101307",2,1,20260811
"1290408",2,1,20260811
"1291474",2,1,20260811
"1298199",2,1,20260811
"1301796",2,1,20260811
"1301936",2,1,20260811
"1302304",2,1,20260811
"13396",2,1,20260811
"13728",2,1,20260811
"13954",2,1,20260811
"143067",2,1,20260811
"143808",2,1,20260811
"1439621",2,1,20260811
"14431",2,1,20260811
"1504972",2,1,20260811
"1507236",2,1,20260811
"15200",2,1,20260811
"1542708",2,1,20260811
"1637620",2,1,20260811
"1651705",2,1,20260811
"1672866",2,1,20260811
"1831374",2,1,20260811
"1838323",2,1,20260811
"19630",2,1,20260811
"1982528",2,1,20260811
"2031157",2,1,20260811
"20585",2,1,20260811
"2099196",2,1,20260811
"214589",2,1,20260811
"2163607",2,1,20260811
"217451",2,1,20260811
"217748",2,1,20260811
"218794",2,1,20260811
"2465",2,1,20260811
"2485913",2,1,20260811
"2487807",2,1,20260811
"294724",2,1,20260811
"294818",2,1,20260811
"295091",2,1,20260811
"295146",2,1,20260811
"295191",2,1,20260811
"295296",2,1,20260811
"31089",2,1,20260811
"321397",2,1,20260811
"321487",2,1,20260811
"321833",2,1,20260811
"323172",2,1,20260811
"326413",2,1,20260811
"342294",2,1,20260811
"345434",2,1,20260811
"353782",2,1,20260811
"355408",2,1,20260811
"355411",2,1,20260811
"3578390",2,1,20260811
"358060",2,1,20260811
"369670",2,1,20260811
"369679",2,1,20260811
"3826178",2,1,20260811
"3830034",2,1,20260811
"3830109",2,1,20260811
"3830130",2,1,20260811
"3830167",2,1,20260811
"3831054",2,1,20260811
"3848142",2,1,20260811
"3855110",2,1,20260811
"3864287",2,1,20260811
"3868700",2,1,20260811
"3868812",2,1,20260811
"392884",2,1,20260811
"393017",2,1,20260811
"4057155",2,1,20260811
"4059227",2,1,20260811
"4062993",2,1,20260811
"412956",2,1,20260811
"413317",2,1,20260811
"414940",2,1,20260811
"416396",2,1,20260811
"41709",2,1,20260811
"41804",2,1,20260811
"418273",2,1,20260811
"420071",2,1,20260811
"42083",2,1,20260811
"421018",2,1,20260811
"421340",2,1,20260811
"422983",2,1,20260811
"424673",2,1,20260811
"424689",2,1,20260811
"424702",2,1,20260811
"430048",2,1,20260811
"438163",2,1,20260811
"447647",2,1,20260811
"455538",2,1,20260811
"460693",2,1,20260811
"464211",2,1,20260811
"60900",2,1,20260811
"609448",2,1,20260811
"62150",2,1,20260811
"62526",2,1,20260811
"62603",2,1,20260811
"62627",2,1,20260811
"6387",2,1,20260811
"64869",2,1,20260811
"65315",2,1,20260811
"67055",2,1,20260811
"673831",2,1,20260811
"68460",2,1,20260811
"77310",2,1,20260811
"80662",2,1,20260811
"855587",2,1,20260811
"85587",2,1,20260811
"85599",2,1,20260811
"85646",2,1,20260811
"86230",2,1,20260811
"86954",2,1,20260811
"96495",2,1,20260811
"96638",2,1,20260811
"107017",2,2,20260811
"1079616",2,2,20260811
"1082612",2,2,20260811
"1210458",2,2,20260811
"1290414",2,2,20260811
"1295736",2,2,20260811
"1298211",2,2,20260811
"1300939",2,2,20260811
"13350",2,2,20260811
"13569",2,2,20260811
"1402346",2,2,20260811
"143989",2,2,20260811
"144880",2,2,20260811
"1478078",2,2,20260811
"15292",2,2,20260811
"1563726",2,2,20260811
"1630957",2,2,20260811
"1637606",2,2,20260811
"168060",2,2,20260811
"168924",2,2,20260811
"170744",2,2,20260811
"1766345",2,2,20260811
"1817540",2,2,20260811
"1823515",2,2,20260811
"2117143",2,2,20260811
"2151597",2,2,20260811
"2151603",2,2,20260811
"2167",2,2,20260811
"2201662",2,2,20260811
"220384",2,2,20260811
"222490",2,2,20260811
"222693",2,2,20260811
"2448313",2,2,20260811
"2460025",2,2,20260811
"2464631",2,2,20260811
"2484313",2,2,20260811
"2485043",2,2,20260811
"2485148",2,2,20260811
"2485260",2,2,20260811
"2485890",2,2,20260811
"2588632",2,2,20260811
"2588696",2,2,20260811
"2668072",2,2,20260811
"292703",2,2,20260811
"294745",2,2,20260811
"294897",2,2,20260811
"295190",2,2,20260811
"320849",2,2,20260811
"321822",2,2,20260811
"342253",2,2,20260811
"342263",2,2,20260811
"373101",2,2,20260811
"376790",2,2,20260811
"3825285",2,2,20260811
"3826179",2,2,20260811
"3827748",2,2,20260811
"3827770",2,2,20260811
"3827774",2,2,20260811
"3830068",2,2,20260811
"3830128",2,2,20260811
"3830184",2,2,20260811
"3855646",2,2,20260811
"3855675",2,2,20260811
"3863186",2,2,20260811
"3865255",2,2,20260811
"3889",2,2,20260811
"3895",2,2,20260811
"392036",2,2,20260811
"392956",2,2,20260811
"393281",2,2,20260811
"393298",2,2,20260811
"4066585",2,2,20260811
"412450",2,2,20260811
"413235",2,2,20260811
"41418",2,2,20260811
"416019",2,2,20260811
"41660",2,2,20260811
"41669",2,2,20260811
"420158",2,2,20260811
"42076",2,2,20260811
"421337",2,2,20260811
"422212",2,2,20260811
"42237",2,2,20260811
"422381",2,2,20260811
"42274",2,2,20260811
"423133",2,2,20260811
"423348",2,2,20260811
"423409",2,2,20260811
"4248",2,2,20260811
"429101",2,2,20260811
"429726",2,2,20260811
"430433",2,2,20260811
"438323",2,2,20260811
"450770",2,2,20260811
"454059",2,2,20260811
"458835",2,2,20260811
"471785",2,2,20260811
"480143",2,2,20260811
"609307",2,2,20260811
"664062",2,2,20260811
"665788",2,2,20260811
"670602",2,2,20260811
"70761",2,2,20260811
"743034",2,2,20260811
"77205",2,2,20260811
"77230",2,2,20260811
"83123",2,2,20260811
"85331",2,2,20260811
"855168",2,2,20260811
"85676",2,2,20260811
"85711",2,2,20260811
"85888",2,2,20260811
"86394",2,2,20260811
"87107",2,2,20260811
"878573",2,2,20260811
"89762",2,2,20260811
"909658",2,2,20260811
"92207",2,2,20260811
"97127",2,2,20260811
"984151",2,2,20260811
"1058137",2,3,20260811
"1064007",2,3,20260811
"106875",2,3,20260811
"107052",2,3,20260811
"107066",2,3,20260811
"107103",2,3,20260811
"108014",2,3,20260811
"1195398",2,3,20260811
"126114",2,3,20260811
"126308",2,3,20260811
"12867",2,3,20260811
"1296766",2,3,20260811
"130562",2,3,20260811
"1306534",2,3,20260811
"1311265",2,3,20260811
"1342417",2,3,20260811
"1343502",2,3,20260811
"13469",2,3,20260811
"1360815",2,3,20260811
"13767",2,3,20260811
"1393230",2,3,20260811
"14103",2,3,20260811
"143058",2,3,20260811
"1477994",2,3,20260811
"1491661",2,3,20260811
"1500224",2,3,20260811
"16122",2,3,20260811
"16262",2,3,20260811
"1630947",2,3,20260811
"1635496",2,3,20260811
"1635819",2,3,20260811
"1636586",2,3,20260811
"168524",2,3,20260811
"168912",2,3,20260811
"1766332",2,3,20260811
"1796426",2,3,20260811
"1812547",2,3,20260811
"1816016",2,3,20260811
"1816173",2,3,20260811
"19627",2,3,20260811
"20010",2,3,20260811
"20424",2,3,20260811
"2114149",2,3,20260811
"217385",2,3,20260811
"217754",2,3,20260811
"2200733",2,3,20260811
"220399",2,3,20260811
"2430154",2,3,20260811
"2450184",2,3,20260811
"2464236",2,3,20260811
"2484320",2,3,20260811
"2485915",2,3,20260811
"2588634",2,3,20260811
"2600794",2,3,20260811
"2620837",2,3,20260811
"292717",2,3,20260811
"294614",2,3,20260811
"294670",2,3,20260811
"294834",2,3,20260811
"295788",2,3,20260811
"342202",2,3,20260811
"342231",2,3,20260811
"342325",2,3,20260811
"3578468",2,3,20260811
"369564",2,3,20260811
"369673",2,3,20260811
"371007",2,3,20260811
"377165",2,3,20260811
"377276",2,3,20260811
"3827759",2,3,20260811
"3830083",2,3,20260811
"3830114",2,3,20260811
"3830162",2,3,20260811
"3830165",2,3,20260811
"3854950",2,3,20260811
"39359",2,3,20260811
"4057141",2,3,20260811
"4057142",2,3,20260811
"41471",2,3,20260811
"415066",2,3,20260811
"41542",2,3,20260811
"419150",2,3,20260811
"419380",2,3,20260811
"419525",2,3,20260811
"421064",2,3,20260811
"421747",2,3,20260811
"421749",2,3,20260811
"421919",2,3,20260811
"422181",2,3,20260811
"423200",2,3,20260811
"423673",2,3,20260811
"427520",2,3,20260811
"43154",2,3,20260811
"433740",2,3,20260811
"43789",2,3,20260811
"457982",2,3,20260811
"460689",2,3,20260811
"512731",2,3,20260811
"5131",2,3,20260811
"536162",2,3,20260811
"625454",2,3,20260811
"62633",2,3,20260811
"653215",2,3,20260811
"675238",2,3,20260811
"692904",2,3,20260811
"76718",2,3,20260811
"77331",2,3,20260811
"775",2,3,20260811
"80836",2,3,20260811
"85899",2,3,20260811
"86162",2,3,20260811
"86490",2,3,20260811
"86783",2,3,20260811
"87507",2,3,20260811
"876108",2,3,20260811
"877657",2,3,20260811
"909641",2,3,20260811
"916978",2,3,20260811
"96413",2,3,20260811
"96501",2,3,20260811
"103122",2,4,20260811
"1066175",2,4,20260811
"1081265",2,4,20260811
"1127595",2,4,20260811
"1193118",2,4,20260811
"1291739",2,4,20260811
"1295300",2,4,20260811
"1295755",2,4,20260811
"1296234",2,4,20260811
"1298205",2,4,20260811
"1301798",2,4,20260811
"1301802",2,4,20260811
"133128",2,4,20260811
"1410845",2,4,20260811
"143844",2,4,20260811
"1477928",2,4,20260811
"1541045",2,4,20260811
"1563730",2,4,20260811
"1586793",2,4,20260811
"1636202",2,4,20260811
"1642433",2,4,20260811
"1671946",2,4,20260811
"167864",2,4,20260811
"168614",2,4,20260811
"168928",2,4,20260811
"168939",2,4,20260811
"168945",2,4,20260811
"1700001",2,4,20260811
"1766370",2,4,20260811
"1799716",2,4,20260811
"1815932",2,4,20260811
"2011449",2,4,20260811
"20934",2,4,20260811
"2163596",2,4,20260811
"217562",2,4,20260811
"217726",2,4,20260811
"217743",2,4,20260811
"217777",2,4,20260811
"218554",2,4,20260811
"2485050",2,4,20260811
"2485920",2,4,20260811
"2586622",2,4,20260811
"2621094",2,4,20260811
"269000",2,4,20260811
"27001",2,4,20260811
"292907",2,4,20260811
"294705",2,4,20260811
"294881",2,4,20260811
"294910",2,4,20260811
"295261",2,4,20260811
"321614",2,4,20260811
"341985",2,4,20260811
"342090",2,4,20260811
"342218",2,4,20260811
"342374",2,4,20260811
"343215",2,4,20260811
"343376",2,4,20260811
"358886",2,4,20260811
"359354",2,4,20260811
"368747",2,4,20260811
"369682",2,4,20260811
"3826177",2,4,20260811
"3827762",2,4,20260811
"3830032",2,4,20260811
"3848815",2,4,20260811
"3881",2,4,20260811
"390845",2,4,20260811
"390866",2,4,20260811
"391994",2,4,20260811
"392959",2,4,20260811
"393205",2,4,20260811
"4057151",2,4,20260811
"4059217",2,4,20260811
"4069736",2,4,20260811
"4069854",2,4,20260811
"41263",2,4,20260811
"41484",2,4,20260811
"415173",2,4,20260811
"41686",2,4,20260811
"419152",2,4,20260811
"420125",2,4,20260811
"420213",2,4,20260811
"42066",2,4,20260811
"421442",2,4,20260811
"42174",2,4,20260811
"423671",2,4,20260811
"427258",2,4,20260811
"427918",2,4,20260811
"428988",2,4,20260811
"429247",2,4,20260811
"430154",2,4,20260811
"430174",2,4,20260811
"431424",2,4,20260811
"432043",2,4,20260811
"434148",2,4,20260811
"438770",2,4,20260811
"443483",2,4,20260811
"460142",2,4,20260811
"460960",2,4,20260811
"480914",2,4,20260811
"62114",2,4,20260811
"62221",2,4,20260811
"62576",2,4,20260811
"62587",2,4,20260811
"65038",2,4,20260811
"669426",2,4,20260811
"67929",2,4,20260811
"692876",2,4,20260811
"701166",2,4,20260811
"743023",2,4,20260811
"770285",2,4,20260811
"77534",2,4,20260811
"77587",2,4,20260811
"784135",2,4,20260811
"78690",2,4,20260811
"80506",2,4,20260811
"82710",2,4,20260811
"85637",2,4,20260811
"96458",2,4,20260811
"97487",2,4,20260811
"1066569",2,5,20260811
"106657",2,5,20260811
"106844",2,5,20260811
"107059",2,5,20260811
"126309",2,5,20260811
"1291472",2,5,20260811
"1293839",2,5,20260811
"1301800",2,5,20260811
"1302311",2,5,20260811
"13098",2,5,20260811
"13302",2,5,20260811
"13421",2,5,20260811
"1390242",2,5,20260811
"1390246",2,5,20260811
"1399978",2,5,20260811
"143023",2,5,20260811
"1437563",2,5,20260811
"1478148",2,5,20260811
"1507248",2,5,20260811
"1541043",2,5,20260811
"16004",2,5,20260811
"1642335",2,5,20260811
"1642486",2,5,20260811
"1649008",2,5,20260811
"1671942",2,5,20260811
"1673085",2,5,20260811
"168154",2,5,20260811
"168979",2,5,20260811
"169164",2,5,20260811
"170862",2,5,20260811
"1790751",2,5,20260811
"1815954",2,5,20260811
"1987795",2,5,20260811
"2163595",2,5,20260811
"2166",2,5,20260811
"2201664",2,5,20260811
"2448314",2,5,20260811
"2448315",2,5,20260811
"2464628",2,5,20260811
"2484301",2,5,20260811
"2601500",2,5,20260811
"2621166",2,5,20260811
"2668073",2,5,20260811
"294940",2,5,20260811
"295026",2,5,20260811
"305029",2,5,20260811
"30709",2,5,20260811
"321131",2,5,20260811
"321840",2,5,20260811
"342284",2,5,20260811
"342336",2,5,20260811
"358856",2,5,20260811
